# {"t_start": 1763765866.546608, "env_id": null} 
r,l,t
1e-05,26,2170.554734
0.001975,26,2170.592551
0.000183,19,2170.620107
3e-06,34,2170.668935
0.000181,38,2170.7255
0.00018,22,2170.759713
1e-06,19,2170.790549
1e-06,32,2170.913871
1e-06,50,2170.988082
5e-06,26,2171.026727
1e-06,19,2171.054904
0.000738,33,2171.126325
0.000857,41,2171.196091
4e-06,26,2171.24076
0.000178,22,2171.278185
4e-06,31,2171.403251
1e-06,46,2171.483477
2e-06,19,2171.513783
0.000205,23,2171.558529
4e-06,57,2171.65558
4e-06,25,2171.699774
2e-06,61,2171.814952
0.000775,26,2171.936201
0.000456,35,2171.992183
3e-06,22,2172.034384
8e-05,66,2172.150511
4e-06,35,2172.201252
4e-06,26,2172.241438
0.000248,21,2172.278039
2e-06,54,2172.443808
0.002087,31,2172.494901
0.000476,34,2172.54838
0.000106,20,2172.580316
5e-06,51,2172.664736
3.4e-05,20,2172.697449
0.001943,18,2172.726803
4e-06,43,2172.795439
2e-06,22,2172.915375
1e-05,42,2172.976992
0.000211,34,2173.027844
1e-06,21,2173.061516
0.000231,25,2173.105667
0.000455,22,2173.143264
0.000166,19,2173.176869
0.000611,44,2173.250696
0.000128,26,2173.296009
2e-06,20,2173.417658
0.000404,49,2173.504195
0.000359,22,2173.541507
0.000332,25,2173.583154
1e-06,23,2173.623931
0.000171,45,2173.697074
2e-06,19,2173.729485
9.7e-05,41,2173.795239
0.00161,26,2173.902046
5e-06,25,2173.937247
0.000733,39,2173.997083
1e-06,35,2174.048326
7e-06,48,2174.121183
0.001077,58,2174.207363
0.001943,23,2174.243029
1.2e-05,28,2174.356117
0.000328,33,2174.403965
0.000155,19,2174.433027
2e-06,34,2174.488945
1.1e-05,42,2174.551959
0.000503,26,2174.589393
0.001186,18,2174.614202
2.3e-05,20,2174.643884
4e-06,27,2174.684129
2.1e-05,40,2174.871078
7e-06,36,2174.936203
0.000391,21,2174.972359
4e-06,20,2175.007601
0.000129,52,2175.094333
0.000708,42,2175.152628
0.000994,21,2175.185946
2e-06,22,2175.22879
2e-06,36,2175.299265
1e-06,18,2175.438482
2.9e-05,76,2175.576547
4e-06,34,2175.637776
1e-06,29,2175.688984
5.4e-05,36,2175.753262
6e-06,22,2175.793847
0.000219,31,2175.848558
0.001386,39,2175.997835
0.000135,18,2176.029293
0.000462,39,2176.098409
8e-06,22,2176.136938
2e-06,19,2176.171055
0.000131,20,2176.206335
0.001658,26,2176.251097
1e-06,47,2176.331684
0.000111,21,2176.37012
2.4e-05,29,2176.507785
0.000284,46,2176.586533
7e-06,30,2176.638485
0.000112,28,2176.687431
0.00172,42,2176.766225
0.000509,34,2176.824559
2e-06,28,2176.87079
0.000412,27,2176.918829
1e-06,18,2177.020802
1e-06,19,2177.049923
4.1e-05,47,2177.120954
3e-06,23,2177.156493
0.000585,50,2177.229239
0.000128,41,2177.289951
2.8e-05,44,2177.353472
0.003206,38,2177.472826
3e-06,20,2177.503251
0.000215,80,2177.623369
0.001384,21,2177.654108
0.000906,18,2177.681154
0.000311,25,2177.718994
1e-06,31,2177.777639
0.000559,19,2177.814497
0.000837,34,2177.964549
0.000611,46,2178.037939
0.000603,33,2178.095899
7.2e-05,44,2178.171267
9.5e-05,33,2178.223293
0.001803,43,2178.288082
1.6e-05,18,2178.319711
7.7e-05,24,2178.360815
0.000137,43,2178.506834
5e-06,44,2178.569103
0.000466,40,2178.628814
0.001338,37,2178.684377
0.00058,30,2178.725477
1.2e-05,30,2178.770265
0.000114,48,2178.911407
0.000217,27,2178.952431
0.000703,30,2178.998135
0.00123,25,2179.038524
5e-06,59,2179.126577
1.3e-05,65,2179.222063
3.9e-05,26,2179.267812
0.003038,21,2179.401198
3.9e-05,32,2179.45999
1e-06,22,2179.503604
4.4e-05,39,2179.57608
0.000506,42,2179.652766
0.001124,29,2179.703398
4e-06,41,2179.774531
0.000128,35,2179.835142
3e-06,27,2179.966476
7.9e-05,28,2180.017544
1e-06,61,2180.127687
5e-05,38,2180.190555
0.001987,24,2180.234252
2e-06,40,2180.302535
0.000119,43,2180.377748
0.00124,44,2180.538565
0.000138,18,2180.570933
9.7e-05,31,2180.625974
0.001473,44,2180.70494
0.000136,30,2180.764391
2.2e-05,20,2180.800709
0.000781,32,2180.859335
1.6e-05,61,2181.048705
0.000603,21,2181.09015
5.7e-05,46,2181.157003
4e-06,20,2181.192441
3e-06,24,2181.238181
2.9e-05,27,2181.287932
0.000705,22,2181.327186
2.5e-05,24,2181.369528
0.000389,21,2181.406411
5e-06,24,2181.448682
0.0,32,2181.583972
2.7e-05,65,2181.695388
0.001013,33,2181.750912
0.000621,36,2181.816355
0.000164,60,2181.916199
1.4e-05,40,2182.071245
0.000804,64,2182.168005
1e-06,21,2182.197026
2e-06,21,2182.228989
9e-06,29,2182.271569
0.003301,27,2182.320272
0.002058,56,2182.413322
2e-06,20,2182.448647
5.9e-05,17,2182.557482
4e-06,24,2182.597587
2.5e-05,26,2182.64164
9.5e-05,22,2182.679203
2.3e-05,30,2182.730474
2e-06,28,2182.77926
2e-06,49,2182.856654
0.001243,31,2182.904741
0.000592,64,2183.08276
0.000142,22,2183.116928
0.000527,35,2183.164645
3e-06,28,2183.208249
0.000681,24,2183.245443
0.001711,22,2183.27752
3.2e-05,53,2183.354813
0.000658,22,2183.387904
0.000888,19,2183.413375
0.000446,61,2183.571279
2e-06,45,2183.643196
4e-06,28,2183.700879
1.6e-05,19,2183.733546
0.000126,21,2183.773001
3.8e-05,26,2183.819632
1e-06,22,2183.860111
1.1e-05,24,2183.899666
2e-06,54,2184.074749
2e-06,65,2184.187323
1.3e-05,27,2184.240612
1e-05,20,2184.279392
1e-06,46,2184.360913
0.000188,33,2184.414931
0.000751,35,2184.553009
0.000353,42,2184.621724
9.8e-05,50,2184.694368
1e-06,23,2184.725653
3.7e-05,53,2184.801709
1.5e-05,43,2184.866529
0.000535,20,2184.895635
0.002607,29,2185.008509
0.003421,39,2185.061912
0.000224,21,2185.092059
3e-06,18,2185.118421
5.6e-05,55,2185.200641
0.002617,41,2185.261104
2.6e-05,58,2185.34888
7.4e-05,51,2185.504093
5e-06,65,2185.600853
0.000331,41,2185.65897
1e-06,38,2185.715378
0.000877,24,2185.752452
0.0007,39,2185.809069
1e-06,42,2185.948555
1e-06,48,2186.021163
2.5e-05,33,2186.074204
1e-05,27,2186.117776
0.00012,30,2186.170165
1.2e-05,39,2186.240447
1.1e-05,39,2186.316989
2e-06,35,2186.449242
0.000805,24,2186.484462
0.001117,31,2186.54067
6.9e-05,31,2186.599186
3e-06,36,2186.662961
6.4e-05,34,2186.716591
0.000529,38,2186.773956
2e-06,40,2186.845285
3.3e-05,32,2186.989158
4.1e-05,65,2187.091669
9e-06,64,2187.205545
0.000113,40,2187.280464
0.00095,37,2187.346867
2e-06,42,2187.509238
2e-06,21,2187.546318
0.000156,22,2187.586027
2e-06,37,2187.652761
2.8e-05,24,2187.6957
0.000428,58,2187.799686
0.00297,43,2187.876294
0.000565,20,2187.910903
0.001129,23,2188.02828
0.001899,36,2188.092529
0.000754,36,2188.14408
0.000706,19,2188.173423
0.000302,24,2188.209209
3e-06,32,2188.256583
0.001685,25,2188.293908
7.8e-05,68,2188.395119
0.000442,25,2188.506951
4e-06,39,2188.566022
7.9e-05,62,2188.666062
1e-06,60,2188.779892
1e-06,25,2188.824942
9.1e-05,23,2188.865161
0.000331,22,2188.904093
2e-06,28,2189.034273
1.1e-05,25,2189.079644
0.000767,54,2189.171853
0.000113,33,2189.227365
3e-06,25,2189.271857
4e-06,26,2189.316544
2.8e-05,22,2189.354371
0.00072,35,2189.414689
0.000414,21,2189.532695
3e-06,23,2189.571324
0.000748,39,2189.629369
0.00141,22,2189.66116
0.000675,23,2189.70017
4.2e-05,23,2189.737231
0.000864,46,2189.815856
0.000104,37,2189.884667
0.000603,24,2189.927566
0.002423,19,2190.032498
3.9e-05,47,2190.100851
0.001361,33,2190.1472
2e-06,45,2190.209884
0.000173,28,2190.25587
0.000222,29,2190.302515
1e-06,22,2190.334666
1e-06,35,2190.386012
0.001001,38,2190.506536
0.000214,41,2190.564299
2e-06,24,2190.599772
5e-05,47,2190.672184
8e-06,26,2190.707867
2e-06,19,2190.734505
0.000398,36,2190.794614
3e-06,23,2190.834699
2e-06,22,2190.95414
2e-06,62,2191.060472
0.001182,39,2191.129681
1e-06,49,2191.211523
0.000264,18,2191.242531
9.6e-05,26,2191.287253
5.2e-05,20,2191.320122
0.00025,21,2191.356828
0.002204,29,2191.501564
0.000186,33,2191.555462
1e-06,41,2191.625199
4e-06,45,2191.700985
0.000157,45,2191.7802
0.001148,25,2191.820613
8.5e-05,48,2191.983886
0.002781,31,2192.036221
4.3e-05,20,2192.07244
0.000159,28,2192.12005
0.001394,27,2192.165377
0.002046,26,2192.212665
1e-06,29,2192.262699
2.4e-05,43,2192.34049
0.000101,31,2192.396001
9e-05,33,2192.525347
0.001209,49,2192.603674
1e-06,28,2192.64664
2e-06,22,2192.680107
0.000224,20,2192.710728
0.000871,49,2192.783525
1e-06,32,2192.837426
3e-05,43,2192.998677
5e-06,38,2193.05482
2e-06,42,2193.125623
0.001004,48,2193.199755
2e-06,27,2193.238824
0.000222,22,2193.272623
4.1e-05,20,2193.312724
0.002217,27,2193.358303
3e-06,35,2193.521156
1.5e-05,39,2193.601227
5e-06,41,2193.682454
1e-06,38,2193.75765
6.2e-05,43,2193.845266
1e-06,19,2193.883634
0.000461,40,2193.954841
0.000246,48,2194.124509
0.001232,58,2194.239781
9e-06,45,2194.312692
0.0,33,2194.367867
2.1e-05,66,2194.479517
7.6e-05,20,2194.514803
0.001701,34,2194.705125
8.3e-05,26,2194.74333
2e-06,43,2194.805656
4.4e-05,38,2194.860956
3e-06,53,2194.938476
1e-06,19,2194.9653
0.000254,29,2195.005035
1e-05,49,2195.156158
2.6e-05,41,2195.222171
0.000367,25,2195.268635
5e-06,57,2195.361405
0.000112,46,2195.431919
5e-05,30,2195.480965
3e-06,37,2195.546609
4e-06,44,2195.710017
1.3e-05,25,2195.752652
1e-06,30,2195.804772
0.000261,36,2195.877476
0.002642,56,2195.977464
3e-06,24,2196.013499
0.0003,27,2196.053589
1e-06,19,2196.158089
0.000169,49,2196.23279
7e-05,22,2196.267591
0.000407,35,2196.318394
0.001022,39,2196.378543
0.001863,20,2196.412176
0.0,35,2196.472708
0.000787,56,2196.64572
2e-06,39,2196.704798
1.9e-05,21,2196.73571
8e-06,21,2196.765802
2e-06,32,2196.815023
3.5e-05,27,2196.852952
4e-06,30,2196.897439
2e-06,31,2196.942608
0.000589,31,2196.987415
4e-06,44,2197.126603
0.000103,40,2197.186635
4.6e-05,27,2197.225875
2e-06,55,2197.306555
1e-06,23,2197.338964
0.003926,20,2197.369907
2e-06,37,2197.426564
1e-06,35,2197.555208
9.4e-05,43,2197.617913
0.000117,42,2197.680435
2e-06,58,2197.766529
0.000435,44,2197.831896
5e-06,27,2197.87066
1.1e-05,23,2197.903758
0.000305,66,2198.073171
0.001744,22,2198.11246
7.3e-05,28,2198.160603
1e-06,23,2198.200461
4e-06,29,2198.247238
0.00121,42,2198.310561
0.001373,37,2198.368619
2e-06,37,2198.509298
0.000234,23,2198.552314
4e-06,40,2198.626556
0.000164,23,2198.667002
2e-06,27,2198.713006
3e-06,47,2198.800928
4e-06,20,2198.836598
0.001138,25,2198.885119
0.001484,43,2199.042897
0.000205,39,2199.109148
0.000256,25,2199.145957
6.9e-05,29,2199.19863
0.001032,26,2199.24431
3.4e-05,21,2199.274832
0.000686,20,2199.305022
0.000275,28,2199.34618
0.000336,38,2199.402938
4.5e-05,38,2199.550066
6e-06,36,2199.60058
1e-06,39,2199.666452
0.000142,23,2199.709862
6.5e-05,46,2199.790744
0.002082,20,2199.827882
0.000104,19,2199.86166
2.5e-05,51,2199.958476
4e-06,20,2200.084834
2e-06,33,2200.154126
3e-06,50,2200.249681
0.000125,29,2200.301229
1e-06,32,2200.36717
2e-06,30,2200.420205
0.001891,36,2200.497401
0.000574,46,2200.718681
9.8e-05,18,2200.756884
0.000125,41,2200.839406
6.5e-05,30,2200.898771
0.000981,45,2200.990206
5e-06,29,2201.043464
9.1e-05,24,2201.085211
0.002767,24,2201.128691
0.000328,54,2201.279647
0.0,20,2201.310568
0.000475,26,2201.348262
1e-06,27,2201.386969
4e-06,50,2201.462132
1e-06,48,2201.536405
3e-06,60,2201.626105
2e-06,20,2201.727956
0.000528,38,2201.782094
0.000229,18,2201.807189
2e-06,36,2201.876214
0.000816,55,2201.972498
0.000106,24,2202.013082
2e-06,30,2202.058036
0.001281,26,2202.100114
0.000133,19,2202.218986
0.000222,47,2202.296276
0.000137,21,2202.328809
0.000606,19,2202.355285
0.000256,37,2202.407694
1e-06,19,2202.437766
2e-06,20,2202.470346
0.000482,33,2202.526788
1e-05,25,2202.56825
0.000119,58,2202.746049
7e-06,21,2202.781082
2e-06,35,2202.836842
0.002542,31,2202.887606
0.001818,27,2202.926785
2e-06,17,2202.951349
1e-06,56,2203.035897
3e-06,40,2203.096153
0.000593,49,2203.25123
2.8e-05,24,2203.287589
2e-06,22,2203.319863
2.8e-05,35,2203.370966
4e-06,38,2203.42953
0.001177,34,2203.478499
0.002533,35,2203.536427
8e-06,42,2203.675658
7e-06,43,2203.739003
2e-06,18,2203.764621
2e-06,44,2203.827883
6.1e-05,25,2203.863178
7.3e-05,46,2203.943288
3e-06,42,2204.017991
2e-06,20,2204.12338
0.000165,26,2204.161972
0.010584,48,2204.234425
1.4e-05,45,2204.302342
0.002249,26,2204.339048
0.000517,25,2204.382062
0.000365,34,2204.432265
0.00021,54,2204.580508
2.4e-05,30,2204.623435
1e-06,38,2204.675853
5e-06,43,2204.738726
8e-06,29,2204.781352
4.2e-05,34,2204.834049
0.000574,18,2204.86702
0.000908,27,2204.91288
0.001396,22,2204.948425
1e-06,38,2205.103352
4e-06,27,2205.147053
0.003813,19,2205.180768
0.000575,43,2205.251248
1e-06,29,2205.299452
0.000419,50,2205.385765
6.4e-05,28,2205.42763
2e-06,43,2205.562909
4.6e-05,44,2205.625084
3.8e-05,21,2205.657192
7.4e-05,21,2205.68894
4.5e-05,47,2205.756119
5e-06,40,2205.810863
1e-06,50,2205.883458
0.000916,19,2205.912553
1e-06,46,2206.050189
2e-06,28,2206.092946
0.001509,40,2206.152294
0.000476,32,2206.199522
1e-06,30,2206.243564
0.000353,30,2206.289918
0.000794,30,2206.330627
3e-06,66,2206.503201
0.000231,19,2206.531537
1e-06,61,2206.619618
0.000137,20,2206.646533
3.4e-05,40,2206.7043
1e-06,51,2206.78693
6e-05,19,2206.819895
3e-06,43,2206.971311
3.2e-05,35,2207.032507
2e-06,22,2207.067765
1e-06,21,2207.09963
2e-06,25,2207.138371
2e-06,30,2207.191635
0.000379,29,2207.240673
0.000112,20,2207.275891
0.000397,60,2207.454709
1e-06,19,2207.483364
3.7e-05,51,2207.561297
0.000528,17,2207.586114
0.000503,35,2207.640746
0.000444,34,2207.700763
5e-06,22,2207.743361
0.001376,24,2207.784021
4.4e-05,25,2207.82342
3e-06,28,2207.967487
0.000861,20,2208.003737
4e-06,40,2208.06648
2e-06,31,2208.114797
0.002723,23,2208.1488
1e-05,33,2208.199293
0.002921,34,2208.248274
0.000231,41,2208.312155
3e-06,21,2208.418458
2e-06,52,2208.493761
2e-06,39,2208.557314
0.000501,18,2208.588268
3e-06,18,2208.619233
0.000179,20,2208.652584
0.000992,24,2208.688997
3e-06,28,2208.730618
0.000401,24,2208.7653
0.001745,36,2208.896831
4e-06,32,2208.942637
1.9e-05,19,2208.971022
0.000608,31,2209.014763
6.6e-05,46,2209.082714
5e-06,46,2209.147271
0.002806,25,2209.185269
0.000542,53,2209.35932
3e-06,39,2209.423841
0.001119,18,2209.453642
0.000208,45,2209.53088
0.001172,39,2209.595348
0.000127,40,2209.659838
1e-06,19,2209.697974
2e-06,20,2209.732676
0.000216,52,2209.893065
1e-06,23,2209.925933
7e-06,19,2209.954589
1e-06,31,2210.002354
0.002205,28,2210.051275
0.001032,38,2210.113326
4e-06,36,2210.17484
0.001101,22,2210.208323
8e-06,40,2210.340341
1.6e-05,39,2210.397158
8e-06,50,2210.473065
2e-06,25,2210.511814
0.000159,42,2210.574603
0.000387,18,2210.603426
2e-06,23,2210.637047
2e-06,59,2210.808165
0.001161,23,2210.842254
4e-06,20,2210.87674
1.4e-05,18,2210.910601
7e-06,41,2210.981363
0.000108,25,2211.026749
7.7e-05,40,2211.087266
0.000132,43,2211.149025
2e-06,20,2211.178752
4e-05,43,2211.310274
3.1e-05,29,2211.356037
3e-06,19,2211.382662
1e-06,42,2211.447828
2e-06,52,2211.542487
0.001103,40,2211.605077
0.001289,20,2211.632279
0.001374,36,2211.753281
0.000378,32,2211.800222
1e-06,25,2211.834267
2e-06,39,2211.889318
1e-06,27,2211.929256
2.4e-05,25,2211.965044
0.000149,30,2212.009713
2.7e-05,58,2212.096782
1e-06,27,2212.212957
7e-06,45,2212.278676
2e-06,19,2212.30671
0.001266,33,2212.356208
0.001113,31,2212.404537
0.000363,19,2212.436007
0.001457,31,2212.481144
1e-06,36,2212.534165
1e-06,26,2212.576805
2e-06,52,2212.748747
0.000164,22,2212.781103
0.001146,32,2212.828202
3e-06,24,2212.862833
0.000519,44,2212.928146
2.3e-05,48,2213.013419
0.000286,41,2213.172504
0.000586,21,2213.210117
3e-06,41,2213.282387
4.8e-05,20,2213.318756
1e-06,38,2213.386919
0.000567,25,2213.430645
0.002718,31,2213.486624
2e-06,37,2213.551624
0.000362,36,2213.621356
0.000129,28,2213.758556
3e-06,24,2213.801198
6.4e-05,23,2213.840793
0.00011,45,2213.925583
0.000958,34,2213.983989
1.4e-05,41,2214.064424
7e-05,40,2214.134825
0.0,27,2214.262307
0.000111,20,2214.295368
0.000993,23,2214.335601
0.000577,20,2214.36921
0.000203,43,2214.441278
2e-06,28,2214.490004
0.000271,19,2214.520642
0.000189,19,2214.553612
1.8e-05,38,2214.616976
7e-06,42,2214.761084
0.001807,31,2214.814156
0.003387,19,2214.846396
0.000163,57,2214.94284
1e-06,63,2215.049855
0.001033,31,2215.102216
0.00079,43,2215.174794
2e-06,32,2215.301832
2e-06,26,2215.341013
1e-06,32,2215.386423
0.000837,25,2215.420264
0.000979,21,2215.452689
1.7e-05,25,2215.498668
1e-06,38,2215.568031
0.002526,34,2215.622825
0.002239,32,2215.666056
4.4e-05,31,2215.788268
0.000136,23,2215.826592
3e-06,18,2215.856736
0.000105,42,2215.925053
2e-06,38,2215.989888
1e-06,44,2216.062235
2.5e-05,36,2216.121822
0.001286,24,2216.161648
0.000821,22,2216.27769
1e-06,27,2216.323779
0.001426,49,2216.405888
0.000481,59,2216.503594
5e-05,18,2216.53249
2.3e-05,33,2216.586217
0.00028,20,2216.620075
6.2e-05,24,2216.660008
0.00052,38,2216.810456
3e-06,44,2216.883156
4.3e-05,25,2216.928924
0.000279,38,2216.994835
0.00202,24,2217.037161
0.000829,18,2217.065732
0.000346,44,2217.127212
0.000576,19,2217.155408
3e-06,39,2217.283476
0.001006,33,2217.331707
9.1e-05,28,2217.372892
0.002937,31,2217.418099
0.000189,30,2217.461792
0.000552,50,2217.533161
0.000102,54,2217.618196
7e-06,21,2217.728024
9.5e-05,40,2217.787658
0.001127,24,2217.823839
0.002078,32,2217.872432
5.8e-05,25,2217.910126
0.000397,20,2217.940547
1e-06,26,2217.976868
0.0027,56,2218.059742
0.000721,20,2218.164107
0.000531,21,2218.194926
0.000866,40,2218.252993
3.7e-05,34,2218.303091
4.9e-05,42,2218.371582
0.000109,22,2218.410913
1e-06,18,2218.441845
4.8e-05,66,2218.547829
3e-06,32,2218.682287
0.000226,19,2218.714536
2e-06,26,2218.757339
0.000946,39,2218.821326
9e-06,28,2218.867082
0.000416,19,2218.899812
1e-06,35,2218.96031
0.001712,32,2219.020044
0.001002,20,2219.053371
5e-06,20,2219.159576
0.002526,36,2219.214335
1.2e-05,23,2219.252633
0.00032,30,2219.303385
0.000131,34,2219.360479
2e-06,23,2219.399226
0.000221,25,2219.441882
0.000115,33,2219.496792
2e-06,50,2219.657692
4e-06,32,2219.711022
4.6e-05,19,2219.741889
0.001128,50,2219.825151
0.001116,29,2219.872911
0.001772,39,2219.944876
4e-06,20,2219.979929
1.1e-05,22,2220.016813
2e-05,46,2220.159602
0.000255,20,2220.188638
2e-06,22,2220.221628
0.000279,22,2220.252724
1e-06,37,2220.313891
3.3e-05,61,2220.414835
2e-05,19,2220.44771
2e-06,46,2220.522897
3.9e-05,21,2220.557878
4.1e-05,17,2220.667963
0.000572,21,2220.703453
0.00022,23,2220.739442
2.6e-05,52,2220.814575
0.001021,21,2220.84621
2e-06,44,2220.911587
0.000754,69,2221.01609
9e-06,28,2221.132981
0.002477,21,2221.165362
3.3e-05,22,2221.197169
0.000237,25,2221.236297
9e-06,33,2221.294776
0.000754,31,2221.350612
0.000879,25,2221.392872
0.000794,57,2221.473999
0.000719,55,2221.619572
6e-06,46,2221.686533
0.000521,45,2221.750185
0.000113,20,2221.777685
0.001725,27,2221.822288
1.8e-05,19,2221.853905
1.8e-05,22,2221.891458
0.000106,29,2221.94101
4e-06,46,2222.087582
0.000568,32,2222.141314
0.000679,31,2222.191798
1e-05,28,2222.233557
8.4e-05,24,2222.273419
5.6e-05,21,2222.305395
1e-06,46,2222.371488
0.000195,22,2222.406556
0.0001,50,2222.576329
0.000887,33,2222.634931
0.00016,18,2222.662132
0.000108,43,2222.721529
4e-06,35,2222.769968
1.2e-05,29,2222.814928
3e-06,18,2222.845815
0.000202,66,2223.045574
3e-06,19,2223.082009
5e-06,76,2223.191067
1e-06,30,2223.233168
5e-06,28,2223.273701
4e-06,20,2223.305207
2e-06,29,2223.349423
0.000342,18,2223.37443
3e-06,26,2223.488301
4.3e-05,47,2223.562597
2.5e-05,55,2223.644311
9e-06,23,2223.681676
0.000351,24,2223.722802
0.001023,37,2223.78271
1e-06,57,2223.879127
0.0,38,2224.022624
0.000637,38,2224.090238
0.000108,20,2224.126327
0.004583,19,2224.160583
0.000796,31,2224.216747
0.00041,27,2224.264699
0.000254,20,2224.299096
0.002816,38,2224.359806
4e-06,33,2224.417325
0.001124,31,2224.570659
0.001902,25,2224.615151
0.000158,21,2224.651315
1e-06,31,2224.705056
0.000432,34,2224.757718
0.000244,36,2224.813731
0.003616,27,2224.859631
3e-06,43,2224.922637
0.001218,38,2225.057718
0.000137,38,2225.11376
0.000166,23,2225.14947
4.9e-05,27,2225.194873
0.003237,51,2225.280401
2e-06,62,2225.373519
0.00089,18,2225.401298
3e-06,26,2225.515702
4.1e-05,47,2225.584793
0.001271,26,2225.622865
0.000629,30,2225.667961
0.000402,40,2225.734597
0.00155,38,2225.798763
5e-06,25,2225.84017
5.8e-05,31,2225.891246
0.001088,44,2226.057925
7e-06,25,2226.103365
0.000467,38,2226.170246
8e-06,25,2226.228736
4e-06,28,2226.283505
0.000135,32,2226.349026
4.8e-05,20,2226.382766
4e-06,18,2226.408997
0.000123,34,2226.524621
0.002755,18,2226.551504
0.000123,30,2226.594415
0.000105,37,2226.652994
3e-06,19,2226.685853
0.000853,35,2226.745226
0.002194,55,2226.837848
3e-06,53,2226.927988
0.003366,28,2227.062448
3e-06,50,2227.150986
0.001096,36,2227.207842
0.00075,46,2227.286455
0.000301,44,2227.356347
5.4e-05,34,2227.410781
1e-06,38,2227.547572
0.000338,20,2227.576142
0.0,44,2227.638451
2e-06,35,2227.686278
0.000847,35,2227.73693
1e-06,30,2227.77942
0.000888,22,2227.811325
0.000899,27,2227.851211
0.001612,42,2227.988816
0.000451,21,2228.020032
0.000156,34,2228.070456
0.000452,28,2228.117291
1e-06,32,2228.17023
5.3e-05,28,2228.216463
0.000404,19,2228.248791
2e-06,58,2228.345577
5e-06,42,2228.499913
0.001748,37,2228.561817
0.000461,27,2228.606571
0.00021,22,2228.643389
0.000844,27,2228.689182
0.000503,29,2228.737265
0.000151,20,2228.771144
0.0,38,2228.834977
0.00068,53,2229.010357
5.1e-05,53,2229.104036
0.001371,31,2229.15503
0.000103,31,2229.201376
0.00053,19,2229.231662
6e-06,46,2229.301387
3e-06,20,2229.330542
0.000414,46,2229.472187
0.000115,36,2229.532564
0.007085,21,2229.566276
1e-06,19,2229.598657
1e-06,18,2229.63023
5e-06,26,2229.672585
0.000401,24,2229.713687
4e-06,40,2229.777348
2e-06,21,2229.812883
1e-06,63,2230.006189
4e-06,24,2230.047653
0.000146,22,2230.085055
0.000975,38,2230.141992
5.3e-05,24,2230.18037
0.001453,22,2230.218105
0.000143,19,2230.249906
4.4e-05,24,2230.292162
0.000644,28,2230.339216
5e-06,51,2230.506025
0.001297,22,2230.543699
0.000315,30,2230.593277
0.001271,37,2230.656119
6e-06,42,2230.726007
1.5e-05,21,2230.760807
0.001013,23,2230.798732
2.1e-05,29,2230.845132
0.000159,20,2230.880119
2e-06,21,2230.997454
0.001982,31,2231.056602
6e-06,20,2231.090132
0.002336,72,2231.209169
0.000243,21,2231.242889
0.000215,42,2231.310294
2e-06,25,2231.35192
0.000187,32,2231.404605
0.000993,19,2231.522838
4e-06,44,2231.596504
3e-06,31,2231.649873
0.0,51,2231.745423
9.4e-05,33,2231.810335
0.000712,33,2231.875786
0.000101,23,2231.920002
0.000158,41,2232.079027
0.000554,35,2232.140453
0.002337,35,2232.20017
2e-06,39,2232.270219
1e-06,19,2232.303508
1.5e-05,23,2232.34292
8e-05,26,2232.386144
1.5e-05,26,2232.429837
0.000244,27,2232.475917
4.3e-05,56,2232.648389
0.000342,27,2232.693301
0.000347,43,2232.764633
0.001708,36,2232.829301
0.00084,37,2232.897997
0.001415,21,2232.934439
2e-06,32,2232.985855
0.000596,51,2233.135699
2e-06,19,2233.162058
2e-06,20,2233.190745
2e-05,41,2233.260107
0.000127,58,2233.358965
0.002465,26,2233.402905
0.000492,31,2233.454903
8.5e-05,17,2233.483515
1e-05,17,2233.576608
0.00121,30,2233.621877
1e-06,25,2233.662726
0.000561,30,2233.711517
0.000108,71,2233.813495
0.000467,19,2233.840758
5e-06,43,2233.910501
0.00049,44,2234.111205
0.000154,32,2234.176433
1e-06,33,2234.24245
1.9e-05,31,2234.302329
2e-06,62,2234.428282
4e-06,31,2234.488622
2e-06,26,2234.540268
0.000434,28,2234.588336
0.000168,44,2234.738717
0.000855,35,2234.789918
6.4e-05,27,2234.829626
0.000473,30,2234.874007
2e-06,51,2234.949074
0.000622,44,2235.020411
0.000297,33,2235.16397
0.000178,28,2235.211479
0.000365,18,2235.239244
0.000215,20,2235.270369
1e-05,42,2235.342157
7.7e-05,27,2235.385099
2e-06,37,2235.444746
0.000379,19,2235.473592
5e-06,22,2235.505307
6.1e-05,19,2235.533314
2e-06,47,2235.678174
1e-06,29,2235.726825
0.000123,19,2235.759933
6e-06,38,2235.825286
0.000691,39,2235.892664
2e-06,20,2235.921274
0.000451,40,2235.989725
0.000729,27,2236.033525
3e-06,18,2236.13518
0.000566,20,2236.164464
0.000575,55,2236.244749
0.000406,27,2236.284581
1e-06,28,2236.32409
2e-06,29,2236.36576
1.5e-05,22,2236.39936
0.000131,60,2236.488348
0.002311,44,2236.631869
0.000458,24,2236.666533
8.5e-05,19,2236.695918
7.4e-05,37,2236.749807
2e-06,45,2236.814515
2e-06,36,2236.867113
0.000196,29,2236.910815
2.6e-05,23,2236.944979
0.000399,28,2237.071831
0.00057,27,2237.111439
0.000424,42,2237.174606
0.001236,25,2237.212634
0.000588,22,2237.245947
0.000204,26,2237.285111
1e-06,36,2237.343978
1e-06,23,2237.375645
0.000337,48,2237.536261
0.000446,40,2237.593362
0.000928,40,2237.651442
1e-06,34,2237.699157
0.00039,24,2237.736395
0.000339,44,2237.800018
