# {"t_start": 1763765866.546608, "env_id": null} 
r,l,t
1e-06,27,499.383516
0.0,34,499.433809
0.000153,28,499.476944
1.8e-05,24,499.514507
9.3e-05,34,499.566276
1e-06,34,499.688421
2.1e-05,26,499.72444
2.9e-05,32,499.770204
1.6e-05,28,499.81228
1e-06,35,499.868942
1e-06,22,499.914868
0.000194,27,499.958191
2e-06,23,499.996721
1.8e-05,27,500.043017
1e-06,27,500.154285
1.2e-05,24,500.189925
8e-05,33,500.238696
1.4e-05,19,500.271656
3.3e-05,35,500.3306
3.1e-05,20,500.360761
1.8e-05,27,500.398429
0.0,39,500.455872
1e-06,34,500.508929
0.000242,21,500.613487
0.0,39,500.669698
0.000127,36,500.723802
0.0,24,500.761089
1e-06,20,500.791836
2e-06,32,500.840274
0.0,30,500.882816
0.000349,23,500.918173
5.1e-05,32,500.966168
0.0,44,501.137526
6.1e-05,27,501.180104
4e-05,19,501.207988
9.1e-05,36,501.264321
2.8e-05,56,501.349694
8.7e-05,64,501.441769
2.1e-05,20,501.5405
5e-06,56,501.627017
2e-06,52,501.716503
5e-06,25,501.761368
2.4e-05,44,501.845221
1.6e-05,39,501.906936
5.7e-05,40,502.042151
0.000332,20,502.07348
1e-06,43,502.139369
2e-06,51,502.216813
0.000114,25,502.258036
0.000277,33,502.313325
0.0,22,502.350015
1e-06,39,502.415482
1e-06,26,502.538213
1e-06,22,502.570953
1e-06,41,502.631242
1.8e-05,29,502.674623
1e-06,46,502.741692
5.7e-05,24,502.776671
0.0,36,502.833518
1e-06,25,502.878058
1e-06,22,502.988036
1e-06,28,503.040612
0.0,36,503.09477
4.9e-05,36,503.148786
4.4e-05,22,503.181275
1.2e-05,40,503.242747
1.6e-05,32,503.295665
0.00022,47,503.373576
4.1e-05,30,503.497462
0.000125,35,503.555565
0.00017,36,503.606812
4e-06,44,503.671171
2.1e-05,24,503.70867
2e-06,28,503.74953
4e-06,45,503.815325
0.000159,34,503.935011
8.1e-05,28,503.979597
1.6e-05,28,504.032473
0.00023,27,504.081956
0.0,20,504.118084
1e-06,34,504.176066
0.0,32,504.232498
1e-06,26,504.279392
0.0,23,504.322274
0.000159,31,504.378207
1e-06,28,504.511171
0.000268,29,504.562878
0.000113,25,504.607846
1e-06,38,504.677098
9.6e-05,59,504.769058
0.000217,24,504.806326
1e-06,27,504.847592
1e-06,29,504.965635
1e-06,38,505.022004
7e-05,20,505.055086
3.6e-05,27,505.092365
1e-06,25,505.130309
5.9e-05,45,505.193909
0.0,34,505.242921
0.000157,30,505.289505
0.000113,26,505.327957
0.000191,30,505.439601
2.7e-05,22,505.472375
0.0,43,505.539507
8e-05,45,505.607249
7.8e-05,43,505.678829
5.8e-05,41,505.746414
1e-06,25,505.789696
0.000142,27,505.911386
1e-06,22,505.94977
1.2e-05,31,506.002924
1.4e-05,35,506.063809
0.000214,33,506.121401
6.4e-05,36,506.176558
9.4e-05,29,506.218449
0.000194,23,506.251565
6.4e-05,22,506.282485
0.000239,24,506.390889
1e-06,25,506.426845
0.0003,23,506.460381
1e-06,22,506.492123
0.000264,32,506.545369
2.5e-05,31,506.590502
0.000221,36,506.649653
1.9e-05,35,506.707016
0.000124,30,506.748839
0.000236,33,506.878553
4.2e-05,32,506.92391
0.000279,29,506.970541
3e-06,31,507.026197
7.6e-05,43,507.104216
3e-05,31,507.15277
0.00024,32,507.19949
0.0,19,507.227114
3e-05,22,507.329005
0.000202,25,507.36299
4e-06,33,507.413247
0.0,21,507.44364
0.0,45,507.523931
1e-06,25,507.567756
3e-06,38,507.629079
0.0,41,507.692947
3e-05,41,507.843171
0.00037,41,507.910282
3.2e-05,34,507.96728
1e-06,41,508.036284
6.6e-05,22,508.077139
1e-06,29,508.127987
0.00023,31,508.17245
1.2e-05,21,508.203301
0.000173,22,508.303966
0.000172,34,508.354779
2.1e-05,27,508.396963
0.000778,30,508.448497
2.8e-05,64,508.556592
0.000178,50,508.628299
0.0,24,508.660945
1e-06,56,508.8088
3.3e-05,40,508.869975
1e-06,30,508.914472
0.000166,55,509.004299
0.000188,31,509.058122
7.9e-05,23,509.099067
0.000219,24,509.141317
1e-06,23,509.261563
3e-06,37,509.32359
1.3e-05,32,509.378439
1e-06,35,509.435798
1e-06,28,509.484162
2.5e-05,20,509.520438
1.7e-05,26,509.559771
0.0,43,509.62642
0.0,38,509.753777
3.3e-05,25,509.791287
1e-06,24,509.823757
0.000304,29,509.868366
2.4e-05,26,509.90658
1e-06,33,509.958794
0.000262,35,510.024032
6.5e-05,35,510.086764
6e-06,29,510.130655
0.0,20,510.231961
2.5e-05,35,510.286167
1e-06,21,510.319501
1e-06,43,510.397323
0.000479,49,510.481268
0.000329,44,510.544221
5.1e-05,20,510.57432
0.000114,28,510.61494
0.000154,34,510.740924
3.4e-05,26,510.782454
4e-06,28,510.823307
0.000165,19,510.851488
0.000221,39,510.908872
3.7e-05,29,510.947316
2e-05,38,511.007499
4.8e-05,41,511.07882
0.000147,31,511.198187
0.0,20,511.230929
4.3e-05,25,511.266564
0.000458,52,511.35566
0.000171,42,511.422584
0.0,47,511.493781
0.000415,29,511.540515
1e-06,22,511.575072
7.1e-05,23,511.694843
2.8e-05,19,511.7279
4e-06,33,511.788631
0.000176,50,511.866593
1.7e-05,21,511.901031
0.000165,46,511.967959
2e-06,25,512.005418
6e-06,42,512.15148
0.000479,25,512.18852
1.2e-05,23,512.229762
0.000189,24,512.278879
1e-06,35,512.352407
1e-06,25,512.395463
3.7e-05,38,512.486701
4e-06,38,512.565632
1.3e-05,50,512.755658
0.0,21,512.798933
1e-06,39,512.867648
0.000352,23,512.907965
1e-06,26,512.960683
0.00061,38,513.029229
1e-06,40,513.101014
0.000119,40,513.163486
0.000237,51,513.338888
1e-06,24,513.382606
1e-06,33,513.429943
3e-05,25,513.469157
1.8e-05,26,513.521235
0.000236,42,513.599461
1e-06,29,513.648113
3.3e-05,56,513.840114
1e-06,36,513.900219
8.2e-05,31,513.954425
0.0,30,514.007593
1e-06,26,514.057185
6.1e-05,28,514.109605
0.0,23,514.152307
0.000111,34,514.211063
1e-06,30,514.260349
1e-06,26,514.379784
0.00017,27,514.420204
2.5e-05,45,514.483969
0.0,31,514.532025
5.1e-05,26,514.570612
7e-06,38,514.625151
1e-06,40,514.682066
4.3e-05,44,514.822328
0.000229,24,514.858317
1e-06,27,514.89917
1e-06,20,514.928396
2e-05,28,514.969111
0.000134,25,515.006301
4e-06,25,515.046724
1e-06,22,515.078083
0.0001,20,515.109362
0.0,37,515.164231
1e-06,24,515.27191
0.000146,38,515.33283
1e-06,46,515.397833
2.2e-05,38,515.454325
8e-06,26,515.492494
0.000137,49,515.568733
1.3e-05,44,515.629705
0.0,33,515.761392
3e-06,25,515.804187
0.000172,27,515.849239
0.000256,29,515.896596
0.000227,28,515.948704
9.7e-05,37,516.014959
2.9e-05,36,516.075917
1e-06,64,516.262426
0.0,20,516.294301
8.6e-05,31,516.339772
5e-06,47,516.413281
0.0,73,516.523805
1e-06,32,516.579036
0.0,32,516.634332
1e-06,25,516.762083
0.0,23,516.794969
0.0,32,516.847926
9e-05,46,516.924121
0.000154,65,517.048842
1.5e-05,28,517.097686
0.000165,24,517.137569
0.0,27,517.262704
1e-06,23,517.301505
1e-06,27,517.339009
1e-06,34,517.389524
0.000148,25,517.426651
0.000191,24,517.464349
0.000115,39,517.521219
0.000192,39,517.58153
0.000112,31,517.626044
1.3e-05,29,517.743105
0.0,20,517.77385
0.000268,22,517.805296
0.000116,23,517.840813
0.000149,40,517.896674
0.000194,24,517.931781
9.1e-05,25,517.973044
0.0,44,518.04688
1.2e-05,32,518.095379
0.000411,20,518.20404
5.2e-05,48,518.277021
1e-05,23,518.307871
5.9e-05,38,518.364635
0.000182,33,518.415364
0.0,25,518.453833
0.000203,36,518.510786
0.0,26,518.55224
1e-06,37,518.676358
0.000127,44,518.740314
0.000211,24,518.773832
3.1e-05,35,518.832844
1.3e-05,36,518.892768
1e-06,23,518.93956
0.000257,30,518.996043
0.0,60,519.17759
7e-06,29,519.221168
7e-06,30,519.268744
3.7e-05,27,519.318767
0.0,30,519.373933
0.000499,30,519.426421
0.000134,24,519.466862
2e-06,24,519.512306
5e-06,30,519.564756
0.000161,26,519.682537
2.3e-05,32,519.731042
4.8e-05,31,519.776083
0.000265,23,519.814006
0.00025,24,519.853569
1.2e-05,25,519.889239
7.1e-05,39,519.945635
0.000174,49,520.022833
0.000238,27,520.138691
1e-06,39,520.199479
0.0,25,520.23963
0.000124,40,520.298702
1e-06,25,520.338184
0.0,27,520.37809
1.4e-05,23,520.411042
0.0,22,520.445044
0.000247,47,520.524092
0.000124,22,520.626661
0.000138,37,520.682106
3.5e-05,28,520.725678
1e-06,28,520.765472
0.000118,28,520.810645
0.0,28,520.852347
4.5e-05,37,520.910362
0.0,26,520.958319
0.0,24,521.0841
7e-05,41,521.147362
2e-06,43,521.218065
0.000133,42,521.283331
0.000298,22,521.316689
1e-06,22,521.354076
5.9e-05,24,521.398906
2e-06,44,521.476274
2.1e-05,23,521.596004
6e-06,33,521.651193
1.9e-05,25,521.699534
1.4e-05,20,521.738491
0.00019,28,521.788796
9e-06,27,521.838645
1e-06,40,521.915145
1e-06,26,521.962442
0.000139,32,522.019334
1e-06,37,522.168341
7e-06,34,522.219697
0.000119,44,522.287192
0.0,52,522.363022
7e-05,57,522.452522
0.0,39,522.51433
0.000185,38,522.648888
0.0,37,522.705641
4e-05,22,522.739328
1e-06,30,522.783382
1e-06,30,522.827012
7e-06,27,522.868884
1e-06,23,522.90361
0.0,25,522.941507
2e-06,23,522.976751
2.5e-05,28,523.091155
5e-05,28,523.133827
0.000132,23,523.169231
0.0,30,523.218065
0.000132,27,523.262195
0.0,44,523.327873
9.6e-05,24,523.364527
1e-06,20,523.394904
3e-05,34,523.446277
1e-06,20,523.551335
0.0,26,523.590541
0.0,28,523.631046
0.000171,26,523.671671
2.3e-05,25,523.710065
1e-05,21,523.743809
0.000156,26,523.782974
3.3e-05,43,523.849237
1e-06,36,523.905379
0.000677,41,524.044324
1e-06,21,524.074844
0.000133,29,524.11961
1.5e-05,24,524.157481
2.4e-05,30,524.205578
4.9e-05,28,524.2477
0.0,44,524.311054
0.0,41,524.372891
1e-06,35,524.494231
0.0,41,524.560275
0.0,29,524.600519
0.000254,31,524.648152
3e-06,22,524.68357
0.0,31,524.736881
3e-05,31,524.79011
0.000189,29,524.845239
9e-06,28,524.980992
0.0,25,525.024718
2e-06,36,525.085199
0.000414,19,525.11501
2.6e-05,23,525.151532
0.000152,29,525.194713
3.1e-05,45,525.26466
2.3e-05,35,525.324245
1e-06,30,525.37023
0.000277,20,525.484079
1.4e-05,24,525.521548
4.7e-05,20,525.554466
7.3e-05,24,525.589794
0.00012,45,525.656404
1e-05,28,525.705065
1e-06,21,525.743333
0.000233,27,525.79218
0.0,22,525.82681
5e-06,36,525.957076
3.1e-05,23,525.991846
3.9e-05,29,526.037337
1e-06,48,526.106356
1e-05,32,526.157158
1e-06,28,526.201424
0.000228,31,526.249011
8e-06,25,526.283857
1e-06,25,526.320528
1e-06,23,526.426636
7.4e-05,26,526.465281
2.5e-05,20,526.496647
5e-06,23,526.531761
2e-05,21,526.566432
3e-06,22,526.598434
0.000148,36,526.652029
0.0,20,526.68066
0.000249,37,526.737582
5.5e-05,24,526.772234
0.000566,23,526.887263
0.000196,37,526.943549
9e-06,29,526.986992
0.000158,22,527.020922
1e-06,29,527.067021
1.7e-05,29,527.110169
0.0,26,527.15278
0.0,29,527.19849
0.0,41,527.262296
5e-06,55,527.42258
1.9e-05,20,527.454253
0.0,23,527.486916
1e-06,33,527.541737
1e-06,32,527.590019
0.0,20,527.623472
2e-05,39,527.683958
0.000234,32,527.743727
1.9e-05,34,527.870267
0.000568,23,527.908892
1e-06,29,527.965233
2e-05,32,528.021836
1e-05,30,528.071512
0.0,23,528.106207
4e-06,37,528.172057
0.0,50,528.250878
0.0,21,528.355304
0.000491,28,528.395631
1.6e-05,31,528.440713
0.0,28,528.482671
0.000117,30,528.531505
5.1e-05,20,528.562436
0.0,30,528.608849
2e-06,57,528.68883
0.00016,45,528.829317
0.000235,32,528.876329
1e-06,51,528.948925
9.2e-05,42,529.008442
0.000192,23,529.043436
1.9e-05,48,529.112805
0.000211,31,529.161064
0.000143,32,529.277738
0.000261,28,529.320138
0.0,24,529.354829
1e-06,26,529.393576
1e-06,43,529.459013
0.00015,31,529.503302
0.00016,37,529.564615
0.000197,55,529.723259
0.0,28,529.771116
4.5e-05,42,529.841837
0.000121,24,529.882821
3.4e-05,31,529.934664
0.000134,26,529.978386
0.0,29,530.020093
1e-06,23,530.059851
0.0,27,530.097253
0.000198,33,530.220355
9.6e-05,30,530.268534
2.4e-05,28,530.308493
1.8e-05,36,530.356259
6.8e-05,32,530.408806
6.7e-05,36,530.476595
1.7e-05,32,530.532573
2e-06,22,530.577677
0.000144,32,530.708898
1.2e-05,30,530.755074
1e-05,20,530.787625
1.5e-05,47,530.862377
3.5e-05,31,530.923172
2.5e-05,28,530.97548
6.8e-05,26,531.023057
4e-06,33,531.085942
0.000215,52,531.25417
1e-06,21,531.28931
0.0,26,531.335714
2.1e-05,25,531.377114
1e-06,41,531.447394
4.9e-05,25,531.490821
5.4e-05,27,531.540226
0.000114,21,531.577666
2e-06,27,531.623061
6e-06,40,531.780296
0.000113,25,531.821837
9.9e-05,27,531.866248
3.8e-05,22,531.901876
7e-06,38,531.966488
4.7e-05,35,532.025713
0.000225,50,532.112733
5e-06,42,532.268664
8.8e-05,28,532.316755
0.000224,27,532.365218
0.0,30,532.415985
6.1e-05,22,532.45446
1.6e-05,34,532.516596
2e-05,35,532.576607
3.5e-05,39,532.641518
0.000249,23,532.689363
1e-06,38,532.852143
1.6e-05,48,532.931722
3.2e-05,23,532.972503
0.0,47,533.05137
1e-06,38,533.11232
1.8e-05,49,533.196872
0.0,39,533.35499
8e-06,33,533.413984
1e-06,29,533.471362
9.4e-05,30,533.526797
0.000294,36,533.594119
5.2e-05,29,533.638078
0.0,23,533.676318
2e-06,25,533.716485
4.6e-05,43,533.874626
0.000193,34,533.940585
1e-06,59,534.063378
0.000315,38,534.147205
1e-06,47,534.226103
0.0,30,534.277585
1e-06,38,534.345247
0.000258,27,534.486329
0.000278,50,534.577946
0.000303,26,534.621501
2.1e-05,35,534.682727
1.1e-05,20,534.717155
0.0,63,534.824343
2e-06,43,534.988368
1e-05,27,535.037222
5e-05,22,535.07752
0.000126,32,535.130595
2e-06,23,535.168194
8.4e-05,24,535.210187
0.000146,31,535.260944
4e-05,21,535.297215
0.0,22,535.334054
1e-06,25,535.377344
0.00013,36,535.54109
1.8e-05,26,535.578648
0.000109,67,535.685853
4e-06,31,535.736231
1e-06,27,535.783857
0.000142,27,535.829901
1e-06,31,535.882206
2e-05,22,535.92562
0.000223,34,536.077369
1.1e-05,50,536.161653
2e-05,46,536.239268
2.8e-05,25,536.281882
3e-06,30,536.335431
2.5e-05,21,536.373877
0.000161,54,536.469176
0.000157,27,536.586688
9e-06,29,536.626317
1e-06,31,536.670304
0.000136,31,536.715663
1e-05,49,536.787129
0.0,31,536.830033
6.5e-05,33,536.881398
0.000165,27,536.928768
7.5e-05,20,537.042987
1e-06,51,537.127019
3.7e-05,20,537.162164
9e-05,40,537.230121
0.000163,35,537.289046
1e-06,29,537.338649
1e-06,27,537.383077
1.1e-05,27,537.429096
0.0,28,537.569397
0.00038,22,537.607628
2e-05,24,537.654481
0.000113,26,537.704975
0.000152,38,537.782152
0.0,21,537.821568
2e-06,27,537.865545
1e-06,41,537.932309
6e-06,29,537.978074
8e-06,27,538.086686
0.0,26,538.125663
1e-06,27,538.166949
1.8e-05,27,538.217609
5.3e-05,27,538.266173
0.000173,23,538.306146
1e-06,21,538.347773
5.3e-05,25,538.391565
7e-06,26,538.437023
9e-06,41,538.597912
0.000208,30,538.657688
0.000265,38,538.715896
9e-06,37,538.782378
0.000319,20,538.818024
5e-06,36,538.886603
0.000581,23,538.924504
4e-06,25,538.969969
7e-06,24,539.009073
0.000103,30,539.156072
2e-06,36,539.221809
2e-05,33,539.280521
0.000259,30,539.334952
0.000232,47,539.401654
1e-06,27,539.438474
9.6e-05,30,539.484763
0.000153,25,539.524235
0.000125,68,539.695007
0.000219,39,539.764823
5e-06,27,539.814734
1e-06,35,539.875901
1e-06,24,539.921656
1.8e-05,20,539.960659
8e-06,36,540.020251
8e-06,34,540.152103
0.000216,31,540.204036
0.000203,23,540.24525
0.0,33,540.302946
1e-06,21,540.337779
1.1e-05,28,540.383768
1e-06,29,540.433582
4.3e-05,41,540.505563
0.000514,23,540.551394
1e-06,20,540.701673
0.000166,36,540.773067
0.000168,28,540.827455
4.4e-05,28,540.883458
4.6e-05,41,540.973304
2.9e-05,22,541.017477
0.000183,26,541.068866
0.0,30,541.12852
5.1e-05,29,541.186488
8e-06,19,541.312503
0.0,35,541.384264
7.1e-05,27,541.437124
0.0,24,541.484023
0.00018,23,541.528693
0.000292,26,541.582236
0.0,100,541.772854
5.2e-05,46,541.944229
8e-06,29,542.004909
1e-06,33,542.073248
0.000323,34,542.14384
1e-06,21,542.18111
6e-06,24,542.224076
9.2e-05,47,542.289865
0.000203,30,542.333033
0.000227,21,542.443609
3.2e-05,37,542.499344
1.1e-05,25,542.537085
1e-06,40,542.602408
0.000177,28,542.652178
1e-06,23,542.69675
0.000137,24,542.740121
0.000206,35,542.801581
0.000123,28,542.857143
5.5e-05,22,542.984645
6e-06,36,543.049894
3.3e-05,23,543.08354
0.0,29,543.128566
8e-06,41,543.187287
0.000132,47,543.262763
0.0,31,543.315279
3.6e-05,24,543.35635
8e-06,28,543.50333
1.2e-05,29,543.552779
0.0,26,543.599516
0.000195,24,543.650138
1e-06,36,543.708568
6e-06,22,543.75546
0.000175,26,543.808487
0.000226,53,543.912148
2.6e-05,25,544.063938
4e-05,26,544.114774
8.1e-05,36,544.186932
1.5e-05,18,544.223009
3e-06,28,544.284262
1.5e-05,20,544.324002
2.2e-05,47,544.408257
0.000414,21,544.445328
3.3e-05,20,544.481361
0.0,35,544.619637
5.5e-05,43,544.690394
0.0,28,544.740213
0.000153,24,544.781768
1e-06,29,544.831928
0.0,26,544.87745
0.0,22,544.915606
8e-06,47,544.999054
1e-06,25,545.046705
1e-06,55,545.212526
1.9e-05,41,545.282278
2e-06,32,545.339481
0.000228,35,545.397956
0.000113,24,545.439249
1.4e-05,27,545.485959
2e-06,25,545.535917
0.0,33,545.687726
6.7e-05,22,545.731524
0.0,25,545.780004
0.000154,31,545.82758
0.000152,29,545.879796
9.2e-05,24,545.922683
1e-06,28,545.980566
9e-06,25,546.044683
0.0,36,546.117085
5e-06,23,546.156406
8.3e-05,25,546.281775
0.0,29,546.329655
1e-06,24,546.370839
2.6e-05,55,546.459899
1.4e-05,31,546.513597
1e-06,41,546.587377
0.000125,56,546.682942
0.000109,19,546.805696
0.000109,19,546.843784
4.1e-05,24,546.892127
1e-06,29,546.949236
0.00035,28,547.005359
1.3e-05,29,547.061208
1e-06,45,547.145269
2.3e-05,26,547.201812
0.0,27,547.256312
1e-06,26,547.407717
5e-05,35,547.478816
0.000282,24,547.530445
0.0,32,547.592679
1e-06,32,547.655976
8.5e-05,32,547.718992
0.000127,34,547.789645
1e-06,20,547.831511
5e-06,21,547.874532
1.9e-05,30,548.017765
7e-06,29,548.060565
1e-06,28,548.105276
1e-06,32,548.161332
0.000229,19,548.193444
0.00015,34,548.257473
0.000281,30,548.312183
0.0,56,548.408344
0.000162,43,548.561506
0.000249,28,548.608512
9e-06,37,548.682448
0.0,25,548.72646
0.0,48,548.80727
0.000152,35,548.870893
0.000258,22,548.913392
1e-06,30,549.052787
1e-05,25,549.091015
3e-06,40,549.162122
1e-06,28,549.212999
3e-06,25,549.253906
3.1e-05,26,549.291977
1e-05,34,549.339989
5.6e-05,41,549.397949
9e-06,26,549.437114
4.1e-05,41,549.587254
0.000172,29,549.634028
0.000404,25,549.676625
0.0,45,549.75052
1.9e-05,26,549.799336
1.2e-05,48,549.882694
2e-05,26,549.931249
0.000107,38,550.07976
0.0,32,550.134284
1e-06,51,550.221432
8e-06,26,550.265485
0.0,44,550.340222
0.000323,44,550.417963
0.000266,22,550.457798
2e-06,21,550.495634
1e-06,26,550.65327
4.4e-05,28,550.708026
2.4e-05,33,550.775959
1e-06,32,550.833128
3e-06,36,550.90261
0.0,34,550.960084
1e-06,28,550.999771
1.6e-05,27,551.043575
1e-06,34,551.169575
6.4e-05,42,551.24336
0.000539,26,551.280713
0.0,25,551.317826
1e-06,21,551.3469
0.000182,37,551.420996
0.000224,34,551.480333
0.000505,22,551.51926
0.000146,23,551.559963
0.000108,31,551.696543
9.4e-05,31,551.748201
9.9e-05,27,551.794038
0.000354,22,551.830209
5e-06,53,551.925653
1.6e-05,34,551.985647
0.000197,36,552.04719
1e-06,36,552.202564
1e-06,27,552.255223
0.000202,45,552.343182
0.000289,21,552.386955
8.6e-05,24,552.440484
0.0,19,552.483279
4e-06,26,552.538643
2e-06,26,552.589705
9.4e-05,37,552.660878
0.000298,34,552.814518
0.000253,23,552.860379
0.0,26,552.903736
1e-06,25,552.952561
0.0,36,553.012535
9.6e-05,35,553.079158
1e-06,23,553.11833
2.6e-05,32,553.179506
0.0,36,553.239254
0.000101,38,553.423563
0.000207,29,553.476967
2e-06,28,553.526971
0.0,48,553.60572
0.000177,52,553.696093
0.000407,24,553.739494
1e-06,34,553.79839
8.4e-05,26,553.929234
7e-06,45,554.007792
1e-06,29,554.060233
5e-06,53,554.141154
5e-06,36,554.203459
2.2e-05,24,554.238564
0.000222,37,554.295151
0.000331,26,554.403025
0.000131,35,554.463884
0.0,19,554.495867
0.000138,25,554.537183
1e-06,27,554.584683
0.000242,35,554.642904
0.0,43,554.717052
0.000144,33,554.772208
0.000168,24,554.821658
1e-06,35,554.963883
0.000122,39,555.027354
0.000308,31,555.077571
2e-06,38,555.135714
0.000181,26,555.177009
0.000396,27,555.225419
8.3e-05,36,555.287639
1.8e-05,28,555.338633
1e-05,38,555.516106
0.0,31,555.572307
1.4e-05,22,555.611999
0.000115,20,555.64989
0.000115,37,555.72358
1e-06,21,555.760969
0.00011,32,555.816117
1e-06,23,555.862283
2e-06,21,555.898618
0.000125,45,556.087162
0.000149,29,556.144192
0.000228,25,556.194415
1e-06,30,556.254505
1e-06,27,556.309148
3.7e-05,31,556.371547
0.0,22,556.418586
5.1e-05,31,556.480222
3e-06,29,556.539063
0.0,23,556.66783
5e-05,38,556.725336
0.000173,22,556.764454
0.0,29,556.817213
5.6e-05,27,556.868101
0.000201,40,556.936478
2e-05,32,557.000376
1e-06,26,557.045524
0.000114,24,557.195506
0.0,20,557.229752
2.2e-05,32,557.286142
